PLATFORM,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),ATMS LEVEL-1 (hectopascal),ATPT LEVEL-1 (hectopascal/hour),DEPH LEVEL-1 (meter),DEPH LEVEL0 (meter),WSPE_MODEL LEVEL0 (meter/second),WSPN_MODEL LEVEL0 (meter/second),WSTE_MODEL LEVEL0 (newton/m2),WSTN_MODEL LEVEL0 (newton/m2),TEMP LEVEL1 (degree_Celsius),DEPH LEVEL1 (meter),CURRENT_TEST LEVEL2 (none),DEPH LEVEL2 (meter),EWCT LEVEL2 (meter/second),NSCT LEVEL2 (meter/second),QC
4402603,2021-02-08T01:00:00Z,44.2886,-57.5488,1018.2,-3.5,-0.5,,,,,,3.86,0.5,,15,0.0398,0.142082,011111799999179711
4402603,2021-02-08T02:00:00Z,44.2920,-57.5490,,,,0,-11.5,0.6,-0.07,0,3.82,0.5,312,15,-0.011,0.109,011199971111171111
4402603,2021-02-08T02:00:00Z,44.2908,-57.5504,1016.3,-5.4,-0.5,,,,,,3.82,0.5,,15,-0.035376,0.067952,011111799999179711
4402603,2021-02-08T03:00:00Z,44.2960,-57.5490,,,,0,-11.4,0.6,-0.07,0,3.73,0.5,312,15,0.034,0.17,011199971111171111
4402603,2021-02-08T03:00:00Z,44.2956,-57.5496,1012.6,-7.1,-0.5,,,,,,3.84,0.5,,15,0.017687,0.14826,011111799999179711
4402603,2021-02-08T04:00:00Z,44.3010,-57.5470,,,,0,-11.4,0.6,-0.07,0,3.63,0.5,312,15,0.066,0.201,011199971111171111
4402603,2021-02-08T04:00:00Z,44.3016,-57.5474,1008.3,-9.9,-0.5,,,,,,3.64,0.5,,15,0.048634,0.185325,011111799999179711
4402603,2021-02-08T05:00:00Z,44.3080,-57.5430,,,,0,-17.7,1.5,-0.38,0.01,3.67,0.5,312,15,0.056,0.231,011199971111171111
4402603,2021-02-08T05:00:00Z,44.3088,-57.5442,1004.3,-12,-0.5,,,,,,3.65,0.5,,15,0.070733,0.22239,011111799999179711
4402603,2021-02-08T06:00:00Z,44.3180,-57.5430,,,,0,-17.7,1.4,-0.38,0.01,3.73,0.5,312,15,-0.01,0.308,011199971111171111
4402603,2021-02-08T06:00:00Z,44.3168,-57.5424,999.6,-13,-0.5,,,,,,3.71,0.5,,15,0.039782,0.2471,011111799999179711
4402603,2021-02-08T07:00:00Z,44.3270,-57.5440,,,,0,-17.6,1.3,-0.37,0.01,3.79,0.5,312,15,-0.066,0.307,011199971111171111
4402603,2021-02-08T07:00:00Z,44.3286,-57.5452,993.2,-15.1,-0.5,,,,,,3.78,0.5,,15,-0.061873,0.364472,011111799999179711
4402603,2021-02-08T08:00:00Z,44.3380,-57.5480,,,,0,-16.6,9.3,-0.81,0.14,3.85,0.5,312,15,-0.077,0.278,011199971111171111
4402603,2021-02-08T08:00:00Z,44.3366,-57.5478,988.9,-15.4,-0.5,,,,,,3.82,0.5,,15,-0.057444,0.2471,011111799999179711
4402603,2021-02-08T09:00:00Z,44.3480,-57.5500,,,,0,-16.6,9.2,-0.81,0.13,3.9,0.5,312,15,-0.067,0.353,011199971111171111
4402603,2021-02-08T09:00:00Z,44.3472,-57.5524,985,-14.6,-0.5,,,,,,3.9,0.5,,15,-0.101615,0.327407,011111799999179711
4402603,2021-02-08T10:00:00Z,44.3610,-57.5510,,,,0,-16.6,9.2,-0.81,0.13,3.92,0.5,312,15,0.032,0.432,011199971111171111
4402603,2021-02-08T10:00:00Z,44.3600,-57.5542,979.4,-13.8,-0.5,,,,,,3.91,0.5,,15,-0.039754,0.39536,011111799999179711
4402603,2021-02-08T11:00:00Z,44.3750,-57.5470,,,,0,4.9,15.6,-0.55,0.38,3.93,0.5,312,15,0.178,0.448,011199971111171111
4402603,2021-02-08T11:00:00Z,44.3748,-57.5490,977.6,-11.3,-0.5,,,,,,3.93,0.5,,15,0.114819,0.457135,011111799999179711
4402603,2021-02-08T12:00:00Z,44.3880,-57.5360,,,,0,4.7,15.6,-0.56,0.38,3.93,0.5,312,15,0.287,0.386,011199971111171111
4402603,2021-02-08T12:00:00Z,44.3888,-57.5376,973.6,-11.4,-0.5,,,,,,3.94,0.5,,15,0.251656,0.432425,011111799999179711
4402603,2021-02-08T13:00:00Z,44.3980,-57.5210,,,,0,4.5,15.6,-0.57,0.37,3.94,0.5,312,15,0.353,0.293,011199971111171111
4402603,2021-02-08T13:00:00Z,44.4000,-57.5226,971.8,-7.6,-0.5,,,,,,3.95,0.5,,15,0.331056,0.34594,011111799999179711
4402603,2021-02-08T14:00:00Z,44.4070,-57.5070,,,,0,19.3,0.5,0.33,0.42,3.94,0.5,312,15,0.355,0.204,011199971111171111
4402603,2021-02-08T14:00:00Z,44.4084,-57.5064,972.2,-5.4,-0.5,,,,,,3.95,0.5,,15,0.35748,0.259455,011111799999179711
4402603,2021-02-08T15:00:00Z,44.4100,-57.4880,,,,0,19.1,0.8,0.32,0.43,3.91,0.5,312,15,0.385,0.063,011199971111171111
4402603,2021-02-08T15:00:00Z,44.4134,-57.4914,973.7,0.1,-0.5,,,,,,3.94,0.5,,15,0.330962,0.154437,011111799999179711
4402603,2021-02-08T16:00:00Z,44.4100,-57.4710,,,,0,18.9,1.2,0.32,0.44,3.88,0.5,312,15,0.441,-0.108,011199971111171111
4402603,2021-02-08T16:00:00Z,44.4124,-57.4706,979.6,7.8,-0.5,,,,,,3.9,0.5,,15,0.458919,-0.030887,011111799999179711
4402603,2021-02-08T17:00:00Z,44.4030,-57.4520,,,,0,18.9,-12,1.08,-0.25,3.84,0.5,312,15,0.409,-0.292,011199971111171111
4402603,2021-02-08T17:00:00Z,44.4060,-57.4514,987.3,15.1,-0.5,,,,,,3.86,0.5,,15,0.423644,-0.19768,011111799999179711
4402603,2021-02-08T18:00:00Z,44.3910,-57.4360,,,,0,19,-12,1.1,-0.24,3.81,0.5,312,15,0.295,-0.45,011199971111171111
4402603,2021-02-08T18:00:00Z,44.3932,-57.4344,992.2,18.5,-0.5,,,,,,3.83,0.5,,15,0.375163,-0.39536,011111799999179711
4402603,2021-02-08T19:00:00Z,44.3750,-57.4250,,,,0,19.1,-12,1.12,-0.23,3.81,0.5,312,15,0.132,-0.525,011199971111171111
4402603,2021-02-08T19:00:00Z,44.3766,-57.4242,996.3,16.7,-0.5,,,,,,3.81,0.5,,15,0.225154,-0.512732,011111799999179711
4402603,2021-02-08T20:00:00Z,44.3590,-57.4240,,,,0,18.7,-7.7,1.76,-0.75,3.82,0.5,312,15,-0.032,-0.541,011199971111171111
4402603,2021-02-08T20:00:00Z,44.3586,-57.4218,999.4,12.1,-0.5,,,,,,3.83,0.5,,15,0.052993,-0.555975,011111799999179711
4402603,2021-02-08T21:00:00Z,44.3420,-57.4290,,,,0,18.6,-7.6,1.77,-0.75,3.84,0.5,312,15,-0.2,-0.478,011199971111171111
4402603,2021-02-08T21:00:00Z,44.3424,-57.4274,1001.7,9.5,-0.5,,,,,,3.84,0.5,,15,-0.123687,-0.500377,011111799999179711
4402603,2021-02-08T22:00:00Z,44.3280,-57.4410,,,,0,18.5,-7.4,1.78,-0.75,3.87,0.5,312,15,-0.311,-0.383,011199971111171111
4402603,2021-02-08T22:00:00Z,44.3276,-57.4400,1004,7.7,-0.5,,,,,,3.86,0.5,,15,-0.278369,-0.457135,011111799999179711
4402603,2021-02-08T23:00:00Z,44.3180,-57.4550,,,,0,17.7,-8.7,1.53,-0.65,3.9,0.5,312,15,-0.331,-0.309,011199971111171111
4402603,2021-02-08T23:00:00Z,44.3172,-57.4546,1005.7,6.3,-0.5,,,,,,3.89,0.5,,15,-0.322624,-0.32123,011111799999179711
4402603,2021-02-09T00:00:00Z,44.3080,-57.4700,,,,0,17.7,-8.7,1.53,-0.65,3.95,0.5,312,15,-0.332,-0.232,011199971111171111
4402603,2021-02-09T00:00:00Z,44.3080,-57.4698,1006.9,5.2,-0.5,,,,,,3.93,0.5,,15,-0.335938,-0.284165,011111799999179711
4402603,2021-02-09T01:00:00Z,44.3030,-57.4850,,,,0,17.6,-8.7,1.52,-0.65,4.01,0.5,312,15,-0.32,-0.139,011199971111171111
4402603,2021-02-09T01:00:00Z,44.3024,-57.4852,1008.3,4.3,-0.5,,,,,,3.97,0.5,,15,-0.340401,-0.17297,011111799999179711
4402603,2021-02-09T02:00:00Z,44.2990,-57.4980,,,,0,16.2,-7.6,1.34,-0.58,4.08,0.5,312,15,-0.287,-0.077,011199971111171111
4402603,2021-02-09T02:00:00Z,44.2994,-57.4988,1009.5,3.8,-0.5,,,,,,4.06,0.5,,15,-0.300636,-0.092662,011111799999179711
4402603,2021-02-09T03:00:00Z,44.2970,-57.5110,,,,0,16.2,-7.6,1.34,-0.57,4.14,0.5,312,15,-0.265,-0.077,011199971111171111
4402603,2021-02-09T03:00:00Z,44.2966,-57.5112,1010.3,3.4,-0.5,,,,,,4.12,0.5,,15,-0.274123,-0.086485,011111799999179711
4402603,2021-02-09T04:00:00Z,44.2930,-57.5220,,,,0,16.2,-7.6,1.33,-0.57,4.2,0.5,312,15,-0.265,-0.093,011199971111171111
4402603,2021-02-09T04:00:00Z,44.2936,-57.5230,1010.8,2.5,-0.5,,,,,,4.17,0.5,,15,-0.260872,-0.092662,011111799999179711
4402603,2021-02-09T05:00:00Z,44.2920,-57.5340,,,,0,15.9,-6.8,1.08,-0.5,4.25,0.5,312,15,-0.243,-0.062,011199971111171111
4402603,2021-02-09T05:00:00Z,44.2914,-57.5346,1011.5,2,-0.5,,,,,,4.24,0.5,,15,-0.256462,-0.067952,011111799999179711
4402603,2021-02-09T06:00:00Z,44.2910,-57.5440,,,,0,15.9,-6.8,1.07,-0.5,4.29,0.5,312,15,-0.21,0,011199971111171111
4402603,2021-02-09T06:00:00Z,44.2904,-57.5452,1011.9,1.6,-0.5,,,,,,4.28,0.5,,15,-0.234359,-0.030887,011111799999179711
4402603,2021-02-09T07:00:00Z,44.2910,-57.5530,,,,0,15.9,-6.8,1.07,-0.5,4.34,0.5,312,15,-0.174,0.011,011199971111171111
4402603,2021-02-09T07:00:00Z,44.2910,-57.5538,1012.2,1.4,-0.5,,,,,,4.32,0.5,,15,-0.190141,0.018532,011111799999179711
4402603,2021-02-09T08:00:00Z,44.2910,-57.5570,,,,0,16.5,-6.6,0.96,-0.41,4.4,0.5,312,15,-0.082,-0.008,011199971111171111
4402603,2021-02-09T08:00:00Z,44.2914,-57.5600,1012.8,1.3,-0.5,,,,,,4.37,0.5,,15,-0.137077,0.012355,011111799999179711
4402603,2021-02-09T09:00:00Z,44.2890,-57.5560,,,,0,16.5,-6.6,0.96,-0.41,4.49,0.5,312,15,0.009,-0.05,011199971111171111
4402603,2021-02-09T09:00:00Z,44.2912,-57.5604,1013.3,1.4,-0.5,,,,,,4.43,0.5,,15,-0.008844,-0.006177,011111799999179711
4402603,2021-02-09T10:00:00Z,44.2870,-57.5560,,,,0,16.5,-6.6,0.96,-0.42,4.61,0.5,312,15,0.1,-0.092,011199971111171111
4402603,2021-02-09T10:00:00Z,44.2888,-57.5576,1013.7,1.5,-0.5,,,,,,4.56,0.5,,15,0.061907,-0.07413,011111799999179711
4402603,2021-02-09T11:00:00Z,44.2850,-57.5500,,,,0,16.6,-6.1,0.98,-0.41,4.72,0.5,312,15,0.176,-0.152,011199971111171111
4402603,2021-02-09T11:00:00Z,44.2852,-57.5518,1013.9,1.1,-0.5,,,,,,4.69,0.5,,15,0.128243,-0.111195,011111799999179711
4402603,2021-02-09T12:00:00Z,44.2780,-57.5420,,,,0,16.6,-6.2,0.98,-0.41,4.85,0.5,312,15,0.221,-0.201,011199971111171111
4402603,2021-02-09T12:00:00Z,44.2802,-57.5432,1014.8,1.5,-0.5,,,,,,4.77,0.5,,15,0.190167,-0.154437,011111799999179711
4402603,2021-02-09T13:00:00Z,44.2710,-57.5300,,,,0,16.6,-6.2,0.98,-0.41,5.03,0.5,312,15,0.277,-0.247,011199971111171111
4402603,2021-02-09T13:00:00Z,44.2722,-57.5320,1015.2,1.5,-0.5,,,,,,4.96,0.5,,15,0.247687,-0.2471,011111799999179711
4402603,2021-02-09T14:00:00Z,44.2640,-57.5180,,,,0,15.9,-7.1,0.98,-0.42,5.14,0.5,312,15,0.299,-0.262,011199971111171111
4402603,2021-02-09T14:00:00Z,44.2644,-57.5182,1015.6,1.7,-0.5,,,,,,5.11,0.5,,15,0.305227,-0.240922,011111799999179711
4402603,2021-02-09T15:00:00Z,44.2540,-57.5060,,,,0,16,-7.2,0.98,-0.42,5.22,0.5,312,15,0.266,-0.324,011199971111171111
4402603,2021-02-09T15:00:00Z,44.2546,-57.5048,1015.9,1.1,-0.5,,,,,,5.18,0.5,,15,0.296424,-0.302697,011111799999179711
4402603,2021-02-09T16:00:00Z,44.2430,-57.4930,,,,0,16,-7.2,0.98,-0.43,5.38,0.5,312,15,0.266,-0.339,011199971111171111
4402603,2021-02-09T16:00:00Z,44.2434,-57.4936,1015.4,0.2,-0.5,,,,,,5.27,0.5,,15,0.247802,-0.34594,011111799999179711
4402603,2021-02-09T17:00:00Z,44.2330,-57.4810,,,,0,15.1,-6.2,0.96,-0.38,5.62,0.5,312,15,0.266,-0.309,011199971111171111
4402603,2021-02-09T17:00:00Z,44.2334,-57.4812,1015.4,-0.2,-0.5,,,,,,5.52,0.5,,15,0.274401,-0.308875,011111799999179711
4402603,2021-02-09T18:00:00Z,44.2230,-57.4710,,,,0,15.1,-6.2,0.96,-0.38,5.99,0.5,312,15,0.199,-0.309,011199971111171111
4402603,2021-02-09T18:00:00Z,44.2226,-57.4698,1015.8,-0.1,-0.5,,,,,,5.74,0.5,,15,0.252317,-0.333585,011111799999179711
4402603,2021-02-09T19:00:00Z,44.2130,-57.4640,,,,0,15.1,-6.2,0.97,-0.38,6.24,0.5,312,15,0.133,-0.309,011199971111171111
4402603,2021-02-09T19:00:00Z,44.2126,-57.4634,1016.1,0.7,-0.5,,,,,,6.26,0.5,,15,0.141676,-0.308875,011111799999179711
4402603,2021-02-09T20:00:00Z,44.2030,-57.4570,,,,0,14.3,-6.7,0.8,-0.34,6.19,0.5,312,15,0.133,-0.278,011199971111171111
4402603,2021-02-09T20:00:00Z,44.2028,-57.4582,1016.6,1.2,-0.5,,,,,,6.23,0.5,,15,0.115131,-0.302697,011111799999179711
4402603,2021-02-09T21:00:00Z,44.1950,-57.4510,,,,0,14.3,-6.7,0.8,-0.35,6.15,0.5,312,15,0.155,-0.232,011199971111171111
4402603,2021-02-09T21:00:00Z,44.1948,-57.4512,1017.4,1.6,-0.5,,,,,,6.15,0.5,,15,0.155008,-0.2471,011111799999179711
4402603,2021-02-09T22:00:00Z,44.1880,-57.4440,,,,0,14.3,-6.7,0.8,-0.35,6.17,0.5,312,15,0.144,-0.172,011199971111171111
4402603,2021-02-09T22:00:00Z,44.1878,-57.4436,1017.7,1.6,-0.5,,,,,,6.16,0.5,,15,0.168316,-0.216212,011111799999179711
4402603,2021-02-09T23:00:00Z,44.1860,-57.4380,,,,0,12.9,-6.4,0.62,-0.3,6.15,0.5,312,15,0.122,-0.046,011199971111171111
4402603,2021-02-09T23:00:00Z,44.1842,-57.4380,1018.4,1.8,-0.5,,,,,,6.19,0.5,,15,0.124033,-0.111195,011111799999179711
4402603,2021-02-10T00:00:00Z,44.1860,-57.4320,,,,0,12.9,-6.4,0.62,-0.3,6.1,0.5,312,15,0.101,0.072,011199971111171111
4402603,2021-02-10T00:00:00Z,44.1848,-57.4332,1018.1,0.7,-0.5,,,,,,6.12,0.5,,15,0.106317,0.018532,011111799999179711
4402603,2021-02-10T01:00:00Z,44.1890,-57.4250,,,,0,12.9,-6.4,0.63,-0.3,6.1,0.5,312,15,0.197,0.184,011199971111171111
4402603,2021-02-10T01:00:00Z,44.1892,-57.4288,1018,0.3,-0.5,,,,,,6.09,0.5,,15,0.097453,0.135905,011111799999179711
4402603,2021-02-10T02:00:00Z,44.1960,-57.4120,,,,0,11.5,-5.8,0.47,-0.24,6.12,0.5,312,15,0.409,0.23,011199971111171111
4402603,2021-02-10T02:00:00Z,44.1966,-57.4154,1017.7,-0.7,-0.5,,,,,,6.12,0.5,,15,0.296759,0.228567,011111799999179711
4402603,2021-02-10T03:00:00Z,44.2030,-57.3910,,,,0,11.6,-5.8,0.47,-0.24,6.15,0.5,312,15,0.544,0.2,011199971111171111
4402603,2021-02-10T03:00:00Z,44.2042,-57.3930,1017.6,-0.5,-0.5,,,,,,6.14,0.5,,15,0.496012,0.234745,011111799999179711
4402603,2021-02-10T04:00:00Z,44.2090,-57.3660,,,,0,11.6,-5.8,0.48,-0.24,6.18,0.5,312,15,0.587,0.126,011199971111171111
4402603,2021-02-10T04:00:00Z,44.2098,-57.3660,1017.4,-0.6,-0.5,,,,,,6.18,0.5,,15,0.597805,0.17297,011111799999179711
4402603,2021-02-10T05:00:00Z,44.2090,-57.3390,,,,0,8.7,-5.3,0.34,-0.18,6.17,0.5,312,15,0.62,-0.016,011199971111171111
4402603,2021-02-10T05:00:00Z,44.2116,-57.3402,1017.2,-0.5,-0.5,,,,,,6.17,0.5,,15,0.5712,0.055597,011111799999179711
4402603,2021-02-10T06:00:00Z,44.2080,-57.3110,,,,0,8.7,-5.3,0.34,-0.18,6.19,0.5,312,15,0.619,-0.124,011199971111171111
4402603,2021-02-10T06:00:00Z,44.2086,-57.3100,1016.4,-1.2,-0.5,,,,,,6.19,0.5,,15,0.668621,-0.092662,011111799999179711
4402603,2021-02-10T07:00:00Z,44.2020,-57.2850,,,,0,8.8,-5.4,0.35,-0.18,6.21,0.5,312,15,0.544,-0.229,011199971111171111
4402603,2021-02-10T07:00:00Z,44.2036,-57.2840,1016.2,-1.2,-0.5,,,,,,6.21,0.5,,15,0.575673,-0.154437,011111799999179711
4402603,2021-02-10T08:00:00Z,44.1930,-57.2630,,,,0,7.8,-3.4,0.22,-0.12,6.23,0.5,312,15,0.42,-0.34,011199971111171111
4402603,2021-02-10T08:00:00Z,44.1940,-57.2614,1015.4,-1.8,-0.5,,,,,,6.23,0.5,,15,0.500455,-0.29652,011111799999179711
4402603,2021-02-10T09:00:00Z,44.1810,-57.2480,,,,0,7.8,-3.5,0.22,-0.12,6.2,0.5,312,15,0.265,-0.418,011199971111171111
4402603,2021-02-10T09:00:00Z,44.1816,-57.2460,1014.8,-1.6,-0.5,,,,,,6.22,0.5,,15,0.341081,-0.383005,011111799999179711
4402603,2021-02-10T10:00:00Z,44.1670,-57.2380,,,,0,7.8,-3.5,0.22,-0.12,6.07,0.5,312,15,0.124,-0.433,011199971111171111
4402603,2021-02-10T10:00:00Z,44.1674,-57.2370,1013.8,-2.4,-0.5,,,,,,6.19,0.5,,15,0.199378,-0.438602,011111799999179711
4402603,2021-02-10T11:00:00Z,44.1550,-57.2360,,,,0,3.4,-6.2,0.12,-0.07,5.67,0.5,312,15,0.011,-0.308,011199971111171111
4402603,2021-02-10T11:00:00Z,44.1544,-57.2348,1012.5,-2.9,-0.5,,,,,,5.96,0.5,,15,0.048748,-0.401537,011111799999179711
4402603,2021-02-10T12:00:00Z,44.1470,-57.2370,,,,0,3.4,-6.2,0.12,-0.07,5.43,0.5,312,15,-0.057,-0.152,011199971111171111
4402603,2021-02-10T12:00:00Z,44.1472,-57.2362,1011.7,-3.1,-0.5,,,,,,5.4,0.5,,15,-0.031027,-0.22239,011111799999179711
4402603,2021-02-10T13:00:00Z,44.1450,-57.2400,,,,0,3.4,-6.1,0.12,-0.07,5.52,0.5,312,15,-0.089,-0.032,011199971111171111
4402603,2021-02-10T13:00:00Z,44.1438,-57.2402,1011.3,-2.5,-0.5,,,,,,5.48,0.5,,15,-0.088656,-0.105017,011111799999179711
4402603,2021-02-10T14:00:00Z,44.1460,-57.2440,,,,0,4.7,-6.9,0.06,-0.07,5.37,0.5,312,15,-0.129,0.101,011199971111171111
4402603,2021-02-10T14:00:00Z,44.1454,-57.2436,1010.9,-1.6,-0.5,,,,,,5.58,0.5,,15,-0.075359,0.04942,011111799999179711
4402603,2021-02-10T15:00:00Z,44.1520,-57.2490,,,,0,4.7,-6.9,0.06,-0.07,5.33,0.5,312,15,-0.075,0.249,011199971111171111
4402603,2021-02-10T15:00:00Z,44.1514,-57.2522,1009.8,-1.9,-0.5,,,,,,5.17,0.5,,15,-0.190601,0.185325,011111799999179711
4402603,2021-02-10T16:00:00Z,44.1600,-57.2500,,,,0,4.7,-6.8,0.06,-0.07,5.5,0.5,312,15,0.069,0.325,011199971111171111
4402603,2021-02-10T16:00:00Z,44.1608,-57.2514,1009,-2.3,-0.5,,,,,,5.5,0.5,,15,0.017728,0.290342,011111799999179711
4402603,2021-02-10T17:00:00Z,44.1720,-57.2430,,,,0,6.7,-9.1,0.09,-0.14,5.57,0.5,312,15,0.2,0.324,011199971111171111
4402603,2021-02-10T17:00:00Z,44.1716,-57.2456,1008.1,-2.8,-0.5,,,,,,5.52,0.5,,15,0.128506,0.333585,011111799999179711
4402603,2021-02-10T18:00:00Z,44.1810,-57.2310,,,,0,6.7,-9.1,0.09,-0.13,5.68,0.5,312,15,0.311,0.277,011199971111171111
4402603,2021-02-10T18:00:00Z,44.1816,-57.2334,1007.6,-2.2,-0.5,,,,,,5.64,0.5,,15,0.270259,0.308875,011111799999179711
4402603,2021-02-10T19:00:00Z,44.1880,-57.2160,,,,0,6.7,-9.1,0.09,-0.13,5.8,0.5,312,15,0.387,0.201,011199971111171111
4402603,2021-02-10T19:00:00Z,44.1896,-57.2178,1008.2,-0.8,-0.5,,,,,,5.73,0.5,,15,0.345524,0.2471,011111799999179711
4402603,2021-02-10T20:00:00Z,44.1950,-57.1960,,,,0,9.7,-9.1,0.18,-0.22,5.9,0.5,312,15,0.476,0.127,011199971111171111
4402603,2021-02-10T20:00:00Z,44.1946,-57.1978,1008.4,0.3,-0.5,,,,,,5.87,0.5,,15,0.442931,0.154437,011111799999179711
4402603,2021-02-10T21:00:00Z,44.1930,-57.1710,,,,0,9.7,-9.1,0.18,-0.22,5.95,0.5,312,15,0.609,-0.092,011199971111171111
4402603,2021-02-10T21:00:00Z,44.1972,-57.1734,1008.9,1.3,-0.5,,,,,,5.95,0.5,,15,0.540341,0.080307,011111799999179711
4402603,2021-02-10T22:00:00Z,44.1880,-57.1440,,,,0,9.7,-9.1,0.18,-0.22,6,0.5,312,15,0.571,-0.334,011199971111171111
4402603,2021-02-10T22:00:00Z,44.1892,-57.1434,1009.4,1.2,-0.5,,,,,,5.97,0.5,,15,0.664384,-0.2471,011111799999179711
4402603,2021-02-10T23:00:00Z,44.1750,-57.1190,,,,0,10.6,-8.7,0.29,-0.3,6.07,0.5,312,15,0.475,-0.402,011199971111171111
4402603,2021-02-10T23:00:00Z,44.1770,-57.1192,1009.9,1.5,-0.5,,,,,,6.04,0.5,,15,0.536028,-0.376827,011111799999179711
4402603,2021-02-11T00:00:00Z,44.1620,-57.0990,,,,0,10.6,-8.7,0.29,-0.3,6.11,0.5,312,15,0.421,-0.432,011199971111171111
4402603,2021-02-11T00:00:00Z,44.1626,-57.1004,1010.4,1.5,-0.5,,,,,,6.1,0.5,,15,0.416512,-0.44478,011111799999179711
4402603,2021-02-11T01:00:00Z,44.1400,-57.0900,,,,0,10.6,-8.7,0.29,-0.3,6.15,0.5,312,15,0.222,-0.695,011199971111171111
4402603,2021-02-11T01:00:00Z,44.1402,-57.0786,1011.1,1.7,-0.5,,,,,,6.14,0.5,,15,0.483128,-0.69188,011111799999179711
4402603,2021-02-11T02:00:00Z,44.1180,-57.0800,,,,0,12.1,-8.8,0.39,-0.32,6.28,0.5,312,15,0,-0.71,011199971111171111
4402603,2021-02-11T02:00:00Z,44.1178,-57.0798,1011.8,1.9,-0.5,,,,,,6.19,0.5,,15,-0.026604,-0.69188,011111799999179711
4402603,2021-02-11T03:00:00Z,44.0960,-57.0820,,,,0,12.1,-8.9,0.38,-0.32,6.41,0.5,312,15,-0.064,-0.666,011199971111171111
4402603,2021-02-11T03:00:00Z,44.0952,-57.0796,1012,1.6,-0.5,,,,,,6.4,0.5,,15,0.004436,-0.698057,011111799999179711
4402603,2021-02-11T04:00:00Z,44.0760,-57.0870,,,,0,12.1,-8.9,0.38,-0.32,6.56,0.5,312,15,-0.186,-0.559,011199971111171111
4402603,2021-02-11T04:00:00Z,44.0748,-57.0858,1012.4,1.3,-0.5,,,,,,6.45,0.5,,15,-0.137558,-0.630105,011111799999179711
4402603,2021-02-11T05:00:00Z,44.0610,-57.0970,,,,0,13.4,-5.9,0.48,-0.32,6.74,0.5,312,15,-0.244,-0.383,011199971111171111
4402603,2021-02-11T05:00:00Z,44.0594,-57.0968,1012.1,0.3,-0.5,,,,,,6.68,0.5,,15,-0.244128,-0.475667,011111799999179711
4402603,2021-02-11T06:00:00Z,44.0490,-57.1080,,,,0,13.4,-5.9,0.48,-0.33,6.84,0.5,312,15,-0.233,-0.248,011199971111171111
4402603,2021-02-11T06:00:00Z,44.0502,-57.1080,1012.1,0.1,-0.5,,,,,,6.8,0.5,,15,-0.248618,-0.284165,011111799999179711
4402603,2021-02-11T07:00:00Z,44.0440,-57.1170,,,,0,13.4,-5.9,0.48,-0.33,6.91,0.5,312,15,-0.189,-0.109,011199971111171111
4402603,2021-02-11T07:00:00Z,44.0432,-57.1180,1012.2,-0.2,-0.5,,,,,,6.9,0.5,,15,-0.222011,-0.216212,011111799999179711
4402603,2021-02-11T08:00:00Z,44.0430,-57.1250,,,,0,15.4,-5.3,0.64,-0.29,6.91,0.5,312,15,-0.134,0.061,011199971111171111
4402603,2021-02-11T08:00:00Z,44.0430,-57.1254,1012.1,0,-0.5,,,,,,6.94,0.5,,15,-0.164298,-0.006177,011111799999179711
4402603,2021-02-11T09:00:00Z,44.0470,-57.1250,,,,0,15.4,-5.3,0.64,-0.29,6.9,0.5,312,15,0.008,0.124,011199971111171111
4402603,2021-02-11T09:00:00Z,44.0474,-57.1300,1012.2,0.1,-0.5,,,,,,6.9,0.5,,15,-0.102128,0.135905,011111799999179711
4402603,2021-02-11T10:00:00Z,44.0490,-57.1220,,,,0,15.5,-5.2,0.64,-0.29,6.9,0.5,312,15,0.23,0.09,011199971111171111
4402603,2021-02-11T10:00:00Z,44.0512,-57.1238,1012.2,0,-0.5,,,,,,6.92,0.5,,15,0.137641,0.117372,011111799999179711
4402603,2021-02-11T11:00:00Z,44.0510,-57.1090,,,,0,14.7,-5.3,0.87,-0.31,6.87,0.5,312,15,0.366,0.031,011199971111171111
4402603,2021-02-11T11:00:00Z,44.0532,-57.1096,1012.5,0.4,-0.5,,,,,,6.88,0.5,,15,0.315226,0.061775,011111799999179711
4402603,2021-02-11T12:00:00Z,44.0500,-57.0900,,,,0,14.7,-5.3,0.87,-0.31,6.89,0.5,312,15,0.467,-0.078,011199971111171111
4402603,2021-02-11T12:00:00Z,44.0530,-57.0912,1012.6,0.4,-0.5,,,,,,6.89,0.5,,15,0.408456,-0.006177,011111799999179711
4402603,2021-02-11T13:00:00Z,44.0470,-57.0670,,,,0,14.6,-5.3,0.87,-0.31,6.95,0.5,312,15,0.533,-0.186,011199971111171111
4402603,2021-02-11T13:00:00Z,44.0478,-57.0684,1012.7,0.5,-0.5,,,,,,6.91,0.5,,15,0.506153,-0.160615,011111799999179711
4402603,2021-02-11T14:00:00Z,44.0400,-57.0420,,,,0,14.7,-4.1,0.86,-0.31,7.05,0.5,312,15,0.544,-0.292,011199971111171111
4402603,2021-02-11T14:00:00Z,44.0406,-57.0428,1012.9,0.4,-0.5,,,,,,6.99,0.5,,15,0.568372,-0.22239,011111799999179711
4402603,2021-02-11T15:00:00Z,44.0280,-57.0200,,,,0,14.7,-4.2,0.86,-0.32,7.13,0.5,312,15,0.478,-0.401,011199971111171111
